user_id,movie_id,watch_time,device,timestamp
U0327,M0200,31,Smart TV,2025-04-23 01:05:05.837180
U0370,M0161,39,Laptop,2025-04-08 16:23:40.149263
U0292,M0070,152,Desktop,2025-04-27 03:15:42.033001
U0260,M0044,149,Mobile,2025-04-13 10:21:59.595267
U0492,M0084,131,Smart TV,2025-04-14 18:18:03.251625
U0638,M0111,46,Smart TV,2025-04-22 18:30:06.216639
U0125,M0104,109,Desktop,2025-04-19 01:26:28.646921
U0038,M0008,130,Tablet,2025-04-10 16:59:56.757850
U0461,M0126,164,Mobile,2025-04-18 13:02:44.033866
U0414,M0131,178,Desktop,2025-04-14 06:47:51.130473
U0744,M0016,65,Mobile,2025-04-01 07:44:39.933864
U0647,M0076,131,Console,2025-04-07 19:13:51.793471
U0971,M0159,40,Desktop,2025-04-10 03:54:33.937584
U0401,M0013,38,Desktop,2025-04-18 19:23:04.373287
U0950,M0101,27,Tablet,2025-04-29 02:40:18.106506
U0297,M0028,170,Laptop,2025-04-18 19:57:55.444632
U0838,M0019,129,Smart TV,2025-04-03 04:11:12.241682
U0633,M0072,53,Desktop,2025-04-22 16:18:56.947650
U0651,M0125,121,Tablet,2025-04-24 11:47:45.516827
U0217,M0045,70,Laptop,2025-04-06 20:52:01.197838
U0594,M0021,93,Smart TV,2025-04-09 06:12:51.936492
U0258,M0127,101,Console,2025-04-29 16:45:22.245858
U0975,M0067,67,Mobile,2025-04-19 19:27:00.709874
U0934,M0126,77,Laptop,2025-04-03 21:04:22.984965
U0330,M0055,88,Smart TV,2025-04-04 03:44:29.258794
U0011,M0043,128,Desktop,2025-04-07 14:55:37.442196
U0942,M0055,158,Mobile,2025-03-31 19:19:03.953994
U0604,M0085,89,Tablet,2025-04-02 18:45:48.786100
U0877,M0178,179,Smart TV,2025-04-25 06:30:25.581422
U0305,M0041,48,Console,2025-04-03 13:58:00.511372
U0353,M0002,38,Mobile,2025-04-25 23:40:56.797128
U0397,M0033,176,Desktop,2025-04-08 23:28:11.640821
U0576,M0038,96,Tablet,2025-04-23 16:30:38.342486
U0389,M0001,35,Console,2025-04-02 15:54:07.876106
U0256,M0090,140,Tablet,2025-04-02 06:41:08.319618
U0457,M0065,18,Mobile,2025-04-07 04:29:26.591678
U0351,M0043,75,Desktop,2025-04-17 23:09:27.125311
U0322,M0060,165,Desktop,2025-04-18 12:25:31.533877
U0643,M0093,107,Laptop,2025-04-27 18:10:59.111150
U0572,M0137,144,Tablet,2025-04-19 13:52:23.853314
U0301,M0060,85,Console,2025-04-20 23:45:38.400655
U0142,M0118,69,Smart TV,2025-04-14 04:40:33.367330
U0104,M0054,45,Mobile,2025-04-12 20:12:52.008836
U0280,M0199,108,Console,2025-04-10 14:57:13.499789
U0883,M0192,38,Desktop,2025-03-31 12:19:28.601838
U0873,M0100,69,Desktop,2025-04-11 15:11:10.591902
U0570,M0107,117,Laptop,2025-04-25 11:12:39.861472
U0874,M0132,177,Mobile,2025-04-19 05:05:01.692178
U0715,M0067,172,Laptop,2025-04-14 20:33:18.222288
U0938,M0041,57,Laptop,2025-04-07 08:47:43.757852
U0611,M0129,46,Desktop,2025-04-22 15:59:49.867226
U0609,M0057,38,Console,2025-04-02 06:17:59.159845
U0991,M0001,65,Smart TV,2025-04-23 22:37:50.803910
U0572,M0005,28,Desktop,2025-04-08 05:18:03.792538
U0327,M0028,47,Laptop,2025-04-14 10:09:41.027774
U0710,M0197,13,Desktop,2025-04-28 11:45:14.015845
U0363,M0178,128,Desktop,2025-04-03 15:03:17.188295
U0593,M0190,131,Mobile,2025-04-11 16:47:03.210884
U0178,M0057,19,Mobile,2025-04-06 17:27:01.566159
U0241,M0077,131,Mobile,2025-04-29 10:31:45.522703
U0097,M0005,27,Mobile,2025-04-12 08:41:52.700350
U0244,M0140,47,Tablet,2025-04-10 06:23:43.258657
U0310,M0043,10,Smart TV,2025-04-16 08:05:39.421631
U0266,M0069,17,Tablet,2025-04-01 22:23:43.609822
U0035,M0103,17,Tablet,2025-04-03 04:37:32.244208
U0747,M0077,129,Console,2025-04-17 21:04:21.322428
U0303,M0053,159,Laptop,2025-04-02 16:38:35.503888
U0515,M0051,53,Mobile,2025-04-30 02:35:55.246260
U0018,M0056,84,Desktop,2025-04-25 08:07:44.814787
U0129,M0174,41,Smart TV,2025-04-02 12:06:48.740375
U0715,M0137,77,Mobile,2025-04-18 04:04:29.645568
U0495,M0011,31,Mobile,2025-04-07 21:44:37.029333
U0349,M0159,101,Laptop,2025-04-09 01:00:11.012909
U0617,M0057,118,Desktop,2025-04-22 20:52:32.336577
U0830,M0012,73,Laptop,2025-04-09 22:42:02.964681
U0735,M0174,57,Laptop,2025-04-13 23:52:50.520918
U0048,M0042,54,Desktop,2025-04-04 18:55:38.688986
U0633,M0054,76,Desktop,2025-04-15 08:58:41.059272
U0778,M0105,169,Mobile,2025-04-02 21:10:29.157028
U0662,M0082,108,Console,2025-04-11 07:14:05.827290
U0684,M0091,21,Mobile,2025-04-15 05:51:47.269053
U0818,M0084,148,Laptop,2025-04-10 08:33:44.648298
U0779,M0115,63,Desktop,2025-04-29 10:50:04.224888
U0806,M0154,19,Tablet,2025-04-24 21:13:42.385391
U0571,M0161,96,Desktop,2025-04-11 19:26:03.998216
U0639,M0197,79,Console,2025-04-17 18:04:37.001593
U0184,M0138,177,Laptop,2025-04-13 01:09:19.035418
U0568,M0088,161,Mobile,2025-04-29 10:45:27.763859
U0632,M0003,99,Tablet,2025-04-26 17:57:48.441863
U0882,M0061,114,Tablet,2025-04-03 18:01:41.383003
U0615,M0030,22,Desktop,2025-03-31 21:07:26.505101
U0656,M0067,136,Desktop,2025-04-09 07:19:21.384418
U0229,M0007,42,Smart TV,2025-04-29 21:54:41.402062
U0953,M0011,134,Desktop,2025-04-02 09:27:32.557756
U0793,M0097,52,Desktop,2025-04-05 04:49:38.403789
U0020,M0121,87,Mobile,2025-04-20 02:05:00.326035
U0366,M0178,73,Smart TV,2025-04-15 01:53:16.166787
U0291,M0014,133,Laptop,2025-04-30 03:11:54.750949
U0922,M0111,113,Desktop,2025-03-31 16:18:06.700954
U0775,M0139,27,Desktop,2025-04-07 10:08:20.416141
U0979,M0145,128,Console,2025-04-24 18:02:02.385102
U0989,M0079,92,Laptop,2025-03-31 18:57:54.926781
U0259,M0110,117,Tablet,2025-04-12 17:01:02.883522
U0250,M0089,47,Console,2025-04-05 12:07:08.119132
U0411,M0082,151,Tablet,2025-04-01 16:29:23.247339
U0998,M0110,150,Console,2025-04-05 17:28:17.135294
U0514,M0153,148,Smart TV,2025-04-18 10:34:11.714144
U0981,M0022,173,Smart TV,2025-04-25 13:58:18.391348
U0054,M0070,40,Smart TV,2025-04-24 00:08:47.436473
U0002,M0118,92,Tablet,2025-04-24 09:19:17.967414
U0108,M0058,57,Smart TV,2025-04-04 22:59:53.784089
U0032,M0021,177,Tablet,2025-04-12 00:22:26.336895
U0520,M0043,153,Desktop,2025-04-24 17:33:17.089249
U0934,M0147,78,Tablet,2025-04-14 00:40:39.893263
U0786,M0173,169,Mobile,2025-04-02 14:30:22.387613
U0062,M0101,154,Mobile,2025-04-20 17:50:06.986522
U0486,M0176,132,Tablet,2025-04-08 07:55:39.533539
U0031,M0021,8,Console,2025-04-04 03:40:44.281824
U0766,M0152,21,Tablet,2025-04-23 02:49:43.090454
U0041,M0087,56,Laptop,2025-04-12 21:13:58.288883
U0930,M0091,121,Console,2025-04-26 00:26:38.145358
U0850,M0165,74,Smart TV,2025-04-01 15:40:11.125322
U0459,M0172,6,Mobile,2025-04-06 11:03:26.915520
U0749,M0090,15,Desktop,2025-04-29 00:42:34.646000
U0900,M0133,73,Desktop,2025-04-05 02:01:48.406137
U0848,M0189,164,Console,2025-04-28 22:37:30.555084
U0322,M0161,161,Console,2025-04-19 14:46:43.662510
U0021,M0005,165,Desktop,2025-04-05 15:41:36.477222
U0974,M0168,162,Mobile,2025-04-01 09:21:33.534855
U0679,M0004,108,Smart TV,2025-04-16 09:47:50.993794
U0541,M0124,104,Mobile,2025-04-13 04:14:44.324620
U0015,M0144,147,Laptop,2025-04-20 16:28:21.467337
U0337,M0173,132,Mobile,2025-04-12 14:53:23.658544
U0668,M0105,42,Smart TV,2025-04-23 22:04:06.418184
U0886,M0046,5,Mobile,2025-04-17 22:49:07.547671
U0867,M0091,93,Laptop,2025-04-06 17:21:18.004276
U0439,M0072,126,Desktop,2025-04-17 03:44:47.048255
U0350,M0064,11,Console,2025-04-21 05:21:45.179899
U0313,M0040,27,Console,2025-04-14 05:48:20.078646
U0270,M0019,76,Laptop,2025-04-11 00:29:12.190365
U0303,M0009,143,Mobile,2025-04-17 16:00:27.580838
U0699,M0090,81,Laptop,2025-04-02 02:32:51.957961
U0104,M0097,76,Laptop,2025-04-14 23:21:28.958460
U0191,M0154,121,Laptop,2025-04-12 17:24:57.412056
U0087,M0158,26,Tablet,2025-04-11 03:55:47.286571
U0222,M0106,169,Console,2025-04-14 07:25:51.223412
U0448,M0138,157,Smart TV,2025-04-17 23:49:29.737092
U0817,M0187,123,Laptop,2025-04-09 15:07:34.576455
U0634,M0192,103,Mobile,2025-04-22 00:41:49.863283
U0778,M0148,27,Tablet,2025-04-10 03:09:33.220999
U0866,M0058,6,Smart TV,2025-04-10 05:13:34.087887
U0672,M0059,98,Mobile,2025-04-03 23:46:06.600044
U0720,M0012,18,Smart TV,2025-04-20 12:19:58.722007
U0078,M0144,66,Mobile,2025-04-11 06:50:45.616912
U0346,M0104,175,Console,2025-04-10 07:22:21.123897
U0885,M0009,147,Desktop,2025-04-04 15:57:37.429533
U0206,M0115,52,Laptop,2025-04-07 18:53:26.777234
U0825,M0197,128,Mobile,2025-04-07 08:42:15.512180
U0621,M0139,147,Smart TV,2025-04-14 13:06:44.528899
U0647,M0097,53,Laptop,2025-04-20 12:56:03.199373
U0334,M0193,95,Smart TV,2025-04-25 18:14:19.366571
U0691,M0114,156,Mobile,2025-04-06 05:32:41.553043
U0080,M0185,92,Tablet,2025-04-15 13:54:49.039094
U0949,M0009,30,Laptop,2025-04-04 18:37:37.506084
U0394,M0068,70,Console,2025-04-04 13:53:43.761861
U0965,M0077,146,Tablet,2025-04-29 15:09:43.079142
U0522,M0154,22,Mobile,2025-04-12 16:15:37.452259
U0674,M0037,163,Mobile,2025-04-16 12:13:38.415531
U0328,M0065,115,Smart TV,2025-03-31 05:50:48.914842
U0401,M0074,44,Tablet,2025-04-27 15:03:36.883904
U0384,M0196,172,Console,2025-04-12 06:20:54.042397
U0896,M0065,18,Console,2025-04-14 21:09:17.338057
U0808,M0161,163,Laptop,2025-03-30 20:27:46.853091
U0209,M0128,103,Tablet,2025-04-11 07:28:28.945702
U0171,M0197,125,Desktop,2025-04-25 13:47:12.903729
U0406,M0166,145,Mobile,2025-04-30 02:04:10.307188
U0532,M0055,167,Tablet,2025-04-04 18:51:43.053657
U0233,M0180,34,Smart TV,2025-04-06 15:08:56.529907
U0394,M0113,31,Tablet,2025-04-21 12:10:30.979996
U0654,M0100,43,Smart TV,2025-04-06 03:20:18.899099
U0154,M0043,127,Tablet,2025-04-20 02:37:34.846429
U0365,M0184,155,Desktop,2025-04-28 23:08:41.021433
U0183,M0059,71,Tablet,2025-04-18 06:33:15.910176
U0142,M0172,167,Smart TV,2025-04-19 03:09:53.524734
U0853,M0124,42,Tablet,2025-04-12 17:28:10.079191
U0156,M0009,60,Smart TV,2025-04-15 06:02:25.821646
U0238,M0185,153,Laptop,2025-03-31 08:07:43.280125
U0611,M0021,159,Mobile,2025-04-02 22:41:03.825828
U0359,M0041,138,Console,2025-04-01 03:48:37.840337
U0406,M0073,7,Desktop,2025-04-27 19:18:19.754489
U0144,M0148,76,Smart TV,2025-04-14 03:34:23.404791
U0461,M0016,126,Console,2025-04-08 01:28:58.130466
U0522,M0164,148,Desktop,2025-04-05 08:50:26.545044
U0722,M0004,97,Tablet,2025-04-16 05:02:53.819351
U0652,M0185,126,Desktop,2025-04-08 06:03:40.918940
U0248,M0171,51,Desktop,2025-04-29 01:29:17.203876
U0197,M0096,110,Console,2025-04-09 01:00:17.460461
U0670,M0139,64,Smart TV,2025-04-19 17:15:59.881672
U0301,M0131,44,Console,2025-03-31 13:36:13.356468
U0757,M0023,126,Smart TV,2025-04-07 09:26:41.821799
U0819,M0055,57,Laptop,2025-03-31 19:37:51.525166
U0069,M0072,134,Console,2025-04-12 02:35:33.503001
U0198,M0114,66,Laptop,2025-04-27 08:35:58.486831
U0834,M0196,136,Desktop,2025-04-30 02:44:55.690729
U0283,M0006,96,Laptop,2025-04-10 07:11:12.185479
U0456,M0112,79,Smart TV,2025-04-20 09:49:42.354953
U0992,M0179,63,Mobile,2025-04-06 04:47:30.834407
U0257,M0124,111,Smart TV,2025-04-10 00:29:33.210083
U0403,M0004,98,Console,2025-04-26 13:53:35.215036
U0767,M0191,164,Tablet,2025-04-16 07:46:04.017010
U0056,M0124,134,Smart TV,2025-04-25 19:13:59.292313
U0224,M0119,72,Mobile,2025-04-24 04:29:38.520380
U0012,M0038,147,Laptop,2025-04-19 01:57:38.761047
U0924,M0096,152,Tablet,2025-04-11 09:19:24.902767
U0595,M0147,62,Desktop,2025-04-18 09:07:59.585699
U0474,M0021,58,Tablet,2025-04-21 19:17:21.538248
U0247,M0057,124,Smart TV,2025-04-22 12:03:02.696090
U0824,M0156,41,Smart TV,2025-04-29 02:56:35.359620
U0193,M0152,134,Tablet,2025-04-09 01:03:31.372347
U0326,M0182,142,Smart TV,2025-04-09 17:00:25.974242
U0177,M0194,117,Mobile,2025-04-23 22:25:33.493646
U0945,M0134,55,Tablet,2025-04-14 22:50:09.483094
U0185,M0098,175,Tablet,2025-04-15 09:30:02.432272
U0072,M0040,161,Desktop,2025-04-22 16:18:37.304307
U0723,M0184,41,Mobile,2025-04-22 15:21:02.208152
U0070,M0063,124,Tablet,2025-04-10 04:51:40.120090
U0697,M0015,176,Mobile,2025-04-14 16:45:45.429012
U0979,M0110,115,Desktop,2025-04-03 13:30:41.686197
U0793,M0044,154,Laptop,2025-04-30 08:32:29.473842
U0908,M0092,42,Smart TV,2025-04-07 01:38:00.588187
U0826,M0041,157,Console,2025-04-07 08:54:54.774748
U0119,M0115,45,Mobile,2025-04-28 00:06:02.541488
U0939,M0010,41,Smart TV,2025-04-06 15:57:40.766451
U0198,M0187,65,Desktop,2025-04-05 02:10:15.271725
U0604,M0058,27,Console,2025-04-07 21:03:38.457615
U0725,M0161,62,Laptop,2025-04-20 05:33:49.324037
U0094,M0184,89,Tablet,2025-04-16 04:27:13.271189
U0194,M0117,90,Tablet,2025-04-09 03:22:59.394093
U0381,M0178,56,Laptop,2025-04-17 03:36:42.182949
U0559,M0146,57,Laptop,2025-04-05 19:58:37.414130
U0052,M0189,22,Laptop,2025-04-10 13:33:53.991982
U0624,M0183,121,Mobile,2025-04-17 23:53:52.588236
U0403,M0191,31,Desktop,2025-04-06 04:25:18.463724
U0888,M0059,74,Desktop,2025-04-10 12:31:27.015940
U0895,M0145,81,Smart TV,2025-04-14 21:28:49.931381
U0766,M0162,71,Tablet,2025-04-17 16:06:02.710797
U0839,M0027,148,Laptop,2025-04-26 05:08:13.972097
U0832,M0099,70,Smart TV,2025-03-31 11:52:05.097880
U0022,M0138,80,Tablet,2025-04-19 15:08:57.007744
U0212,M0117,129,Mobile,2025-04-19 18:45:25.980735
U0899,M0036,58,Mobile,2025-04-23 16:58:31.211494
U0459,M0190,39,Smart TV,2025-04-29 06:03:15.829584
U0045,M0149,132,Console,2025-04-26 16:44:22.779011
U0140,M0147,44,Desktop,2025-04-06 16:25:52.263631
U0501,M0073,57,Mobile,2025-04-14 08:05:26.804130
U0371,M0078,42,Mobile,2025-04-06 00:20:14.920759
U0659,M0013,159,Desktop,2025-04-02 01:05:37.384248
U0716,M0036,122,Smart TV,2025-04-21 04:34:17.803617
U0758,M0046,162,Mobile,2025-04-03 00:17:29.493836
U0860,M0075,48,Mobile,2025-03-31 09:43:37.554493
U0177,M0026,110,Tablet,2025-04-05 09:22:49.210438
U0449,M0097,93,Console,2025-04-24 02:32:00.838577
U0857,M0048,20,Laptop,2025-04-18 17:33:03.757042
U0791,M0107,63,Mobile,2025-03-31 12:21:35.957822
U0326,M0188,56,Smart TV,2025-04-11 20:30:39.590381
U0595,M0161,119,Console,2025-04-15 12:24:38.090303
U0139,M0002,19,Console,2025-04-04 04:58:56.382568
U0914,M0149,128,Smart TV,2025-04-08 19:56:58.619705
U0003,M0175,41,Console,2025-04-01 08:44:05.197498
U0610,M0060,14,Tablet,2025-04-18 22:10:16.540684
U0347,M0153,30,Smart TV,2025-04-02 07:18:42.005236
U0018,M0035,125,Console,2025-04-05 10:08:06.660108
U0114,M0003,151,Smart TV,2025-04-23 16:34:31.529603
U0642,M0072,143,Console,2025-04-11 15:19:16.868138
U0449,M0006,173,Tablet,2025-04-01 17:37:06.850272
U0027,M0033,7,Desktop,2025-04-27 18:15:08.837946
U0722,M0153,79,Smart TV,2025-04-21 04:46:14.877829
U0298,M0103,114,Laptop,2025-04-19 19:26:36.748024
U0285,M0013,157,Laptop,2025-04-10 13:57:41.895352
U0154,M0195,179,Mobile,2025-04-15 22:04:29.270343
U0665,M0156,8,Desktop,2025-04-25 13:44:30.962423
U0913,M0117,168,Mobile,2025-04-27 21:52:36.902863
U0826,M0109,61,Tablet,2025-04-15 19:57:13.168223
U0118,M0052,15,Tablet,2025-04-10 16:29:40.289234
U0513,M0157,48,Desktop,2025-04-14 21:57:08.864935
U0581,M0131,60,Desktop,2025-04-26 08:26:28.571299
U0113,M0082,35,Smart TV,2025-04-02 14:52:16.252767
U0923,M0158,144,Console,2025-04-29 06:15:03.934951
U0096,M0132,69,Console,2025-04-22 06:58:08.293298
U0331,M0027,124,Smart TV,2025-04-08 15:06:20.690983
U0942,M0021,61,Mobile,2025-04-15 08:52:22.741695
U0873,M0200,129,Desktop,2025-04-24 09:57:07.439818
U0590,M0142,148,Tablet,2025-04-07 13:45:38.016707
U0099,M0112,102,Desktop,2025-04-05 20:20:07.682898
U0211,M0119,94,Desktop,2025-04-13 07:31:45.189136
U0463,M0160,157,Console,2025-04-27 10:05:03.611093
U0488,M0126,9,Laptop,2025-04-07 22:41:19.985013
U0239,M0008,36,Console,2025-04-23 14:31:16.883770
U0177,M0163,53,Mobile,2025-04-18 10:39:40.489600
U0784,M0145,51,Console,2025-04-28 05:43:00.991237
U0677,M0150,115,Desktop,2025-03-31 16:05:23.296741
U0062,M0145,171,Console,2025-04-15 06:54:46.495131
U0511,M0046,7,Mobile,2025-04-28 05:09:35.097802
U0569,M0067,169,Mobile,2025-04-27 21:48:13.838991
U0228,M0198,28,Console,2025-04-26 03:26:06.737634
U0138,M0086,60,Console,2025-04-17 23:16:08.704213
U0907,M0171,100,Smart TV,2025-03-31 16:42:23.084913
U0269,M0200,109,Desktop,2025-04-23 15:22:58.437788
U0406,M0101,14,Mobile,2025-04-12 10:01:15.225383
U0594,M0118,175,Mobile,2025-04-11 04:59:17.630646
U0441,M0015,127,Mobile,2025-04-04 16:35:09.442008
U0514,M0155,112,Mobile,2025-04-12 08:22:37.604951
U0088,M0152,96,Smart TV,2025-04-04 03:45:19.279711
U0395,M0084,116,Laptop,2025-04-27 17:48:15.098811
U0943,M0007,82,Smart TV,2025-04-29 02:58:18.638697
U0160,M0117,38,Smart TV,2025-04-28 10:33:13.035382
U0485,M0184,79,Tablet,2025-04-12 13:05:23.901372
U0914,M0069,86,Desktop,2025-04-14 14:36:59.038618
U0752,M0126,9,Mobile,2025-04-11 03:33:27.155619
U0706,M0059,80,Desktop,2025-04-19 22:18:05.792836
U0415,M0063,169,Tablet,2025-04-11 12:50:50.144455
U0958,M0030,23,Laptop,2025-04-20 10:11:16.639532
U0236,M0099,117,Desktop,2025-04-11 05:15:45.109463
U0225,M0014,150,Tablet,2025-04-07 19:00:09.101905
U0369,M0065,120,Laptop,2025-04-26 03:36:45.533009
U0842,M0131,134,Laptop,2025-03-30 23:49:29.931743
U0723,M0009,5,Smart TV,2025-04-18 21:55:56.169741
U0663,M0095,116,Smart TV,2025-04-17 10:54:01.819167
U0395,M0104,12,Smart TV,2025-04-23 19:20:04.321640
U0763,M0080,111,Console,2025-04-24 08:31:49.110975
U0188,M0094,18,Desktop,2025-04-17 08:08:03.461047
U0446,M0039,134,Smart TV,2025-04-25 11:32:41.799131
U0594,M0170,130,Laptop,2025-04-07 07:21:01.695521
U0884,M0035,106,Laptop,2025-04-21 23:23:25.213988
U0896,M0110,103,Console,2025-03-31 09:51:23.938246
U0435,M0080,32,Console,2025-04-17 22:53:40.996327
U0964,M0200,87,Smart TV,2025-04-16 20:32:11.593856
U0013,M0065,94,Mobile,2025-04-05 04:27:53.990781
U0371,M0025,24,Console,2025-04-01 07:21:55.805805
U0629,M0043,70,Smart TV,2025-04-18 03:55:26.681506
U0191,M0075,72,Mobile,2025-03-31 05:30:33.559163
U0949,M0130,95,Mobile,2025-03-31 13:39:59.184367
U0307,M0061,34,Desktop,2025-04-26 07:18:13.923117
U0930,M0003,50,Laptop,2025-04-11 18:23:59.398755
U0014,M0004,132,Mobile,2025-04-15 11:23:19.747054
U0506,M0152,46,Console,2025-03-31 22:42:46.132434
U0782,M0170,151,Desktop,2025-04-29 12:36:32.553754
U0919,M0073,118,Laptop,2025-04-28 17:24:51.521381
U0741,M0130,143,Desktop,2025-04-12 16:41:05.732424
U0527,M0103,81,Console,2025-04-18 02:42:21.824637
U0981,M0197,141,Mobile,2025-04-10 08:47:19.579818
U0048,M0130,139,Mobile,2025-04-04 02:16:40.357121
U0139,M0108,99,Tablet,2025-04-07 05:08:01.377698
U0315,M0086,81,Console,2025-04-15 10:47:22.557556
U0447,M0017,34,Tablet,2025-04-04 08:50:31.100975
U0544,M0134,17,Smart TV,2025-04-28 12:01:39.347371
U0934,M0144,49,Desktop,2025-04-01 23:54:45.600828
U0186,M0189,144,Tablet,2025-04-09 05:55:31.164490
U0762,M0012,127,Tablet,2025-04-28 08:54:04.379295
U0911,M0099,64,Tablet,2025-04-21 19:03:35.200476
U0807,M0155,99,Desktop,2025-04-09 01:41:48.116359
U0860,M0100,129,Console,2025-04-08 08:04:54.553824
U0627,M0008,70,Laptop,2025-04-18 07:13:01.942336
U0016,M0093,63,Mobile,2025-04-28 09:21:50.597055
U0343,M0181,15,Smart TV,2025-04-23 18:33:50.897265
U0465,M0162,123,Mobile,2025-04-09 15:42:15.305648
U0401,M0055,124,Desktop,2025-04-30 02:04:58.150326
U0446,M0126,8,Tablet,2025-04-11 16:42:37.266288
U0414,M0052,173,Tablet,2025-04-26 09:00:54.038925
U0250,M0050,103,Tablet,2025-04-24 06:05:11.826148
U0976,M0148,145,Desktop,2025-04-12 07:45:26.248111
U0109,M0043,61,Laptop,2025-04-15 05:51:53.941606
U0082,M0094,120,Console,2025-04-16 05:26:14.909631
U0672,M0136,51,Console,2025-04-02 19:38:05.147044
U0896,M0144,76,Console,2025-04-20 17:37:43.353955
U0691,M0111,174,Mobile,2025-04-07 11:30:12.338736
U0669,M0017,86,Desktop,2025-04-30 09:22:18.828200
U0864,M0146,109,Console,2025-04-07 00:42:08.329621
U0100,M0049,124,Smart TV,2025-04-13 04:19:53.145731
U0010,M0078,124,Tablet,2025-04-28 05:46:56.898467
U0958,M0079,7,Tablet,2025-04-16 21:52:52.565227
U0804,M0159,153,Console,2025-04-04 06:28:26.951175
U0526,M0160,91,Console,2025-04-03 18:32:47.273815
U0753,M0168,68,Tablet,2025-04-25 01:40:31.282316
U0962,M0052,109,Smart TV,2025-04-20 10:03:17.543594
U0756,M0132,172,Console,2025-04-18 17:36:09.827387
U0968,M0125,81,Mobile,2025-04-05 03:05:25.851811
U0845,M0173,7,Desktop,2025-03-31 15:06:26.295328
U0812,M0064,174,Mobile,2025-04-12 08:54:15.272881
U0068,M0183,105,Console,2025-04-01 19:33:19.384345
U0094,M0052,130,Mobile,2025-04-03 15:32:36.847163
U0900,M0106,15,Tablet,2025-04-20 07:59:31.350413
U0815,M0144,72,Desktop,2025-04-19 08:33:14.315974
U0888,M0077,50,Mobile,2025-04-08 20:17:13.942760
U0004,M0067,141,Tablet,2025-04-16 14:16:19.095600
U0934,M0054,131,Laptop,2025-04-06 01:30:01.846361
U0341,M0144,174,Smart TV,2025-04-08 01:01:30.390713
U0382,M0101,48,Desktop,2025-04-19 06:03:17.647654
U0027,M0117,5,Tablet,2025-04-08 18:49:01.914025
U0472,M0131,122,Tablet,2025-04-07 14:54:18.919449
U0794,M0105,8,Smart TV,2025-04-03 00:35:39.085424
U0563,M0046,11,Smart TV,2025-04-12 20:25:54.688618
U0068,M0100,115,Smart TV,2025-04-26 23:52:27.613920
U0591,M0116,35,Mobile,2025-04-14 11:21:58.465709
U0632,M0070,97,Console,2025-04-11 15:55:11.702340
U0022,M0089,36,Desktop,2025-04-16 06:19:25.538026
U0845,M0120,83,Desktop,2025-04-25 13:16:57.462972
U0562,M0078,132,Mobile,2025-04-22 01:40:48.066335
U0464,M0079,26,Desktop,2025-04-23 23:20:25.477356
U0903,M0028,109,Tablet,2025-04-09 00:38:29.887009
U0140,M0188,104,Smart TV,2025-04-05 07:41:59.135883
U0818,M0150,28,Console,2025-04-08 18:36:12.366348
U0005,M0071,32,Mobile,2025-04-29 14:29:48.662004
U0857,M0143,22,Tablet,2025-04-16 15:12:55.196653
U0239,M0076,32,Console,2025-04-23 23:01:34.565639
U0850,M0107,170,Mobile,2025-04-01 09:05:29.699618
U0169,M0148,70,Laptop,2025-04-02 14:26:55.801357
U0034,M0176,120,Console,2025-04-10 17:05:32.548357
U0957,M0148,161,Mobile,2025-04-02 16:43:25.395027
U0362,M0020,27,Desktop,2025-04-19 14:38:01.132073
U0998,M0182,152,Laptop,2025-04-03 10:52:50.048571
U0777,M0147,35,Laptop,2025-04-11 12:05:31.956936
U0467,M0110,57,Mobile,2025-04-01 19:05:58.572983
U0389,M0116,65,Tablet,2025-04-19 21:30:24.704233
U0883,M0183,91,Mobile,2025-04-17 18:10:46.331909
U0710,M0083,89,Mobile,2025-04-26 13:49:46.746210
U0342,M0064,133,Laptop,2025-04-07 22:50:33.784828
U0822,M0051,25,Smart TV,2025-04-03 00:57:56.748014
U0447,M0021,134,Desktop,2025-04-03 10:03:01.426518
U0714,M0029,149,Laptop,2025-04-12 07:13:24.783045
U0152,M0171,22,Laptop,2025-04-14 06:30:16.728944
U0797,M0115,155,Tablet,2025-04-04 08:52:15.993631
U0660,M0103,38,Console,2025-04-09 23:53:09.107626
U0790,M0124,22,Desktop,2025-04-03 16:05:44.134274
U0539,M0015,66,Mobile,2025-04-11 14:04:29.953731
U0453,M0069,10,Laptop,2025-04-03 18:36:10.834802
U0229,M0177,29,Laptop,2025-04-11 10:36:29.011592
U0852,M0094,111,Console,2025-04-05 21:16:28.520213
U0001,M0093,78,Laptop,2025-04-02 12:58:08.967881
U0551,M0136,163,Desktop,2025-04-01 12:40:06.072392
U0663,M0088,13,Tablet,2025-04-29 22:27:50.820906
U0882,M0028,38,Tablet,2025-04-20 08:26:25.162301
U0296,M0183,90,Tablet,2025-04-20 02:07:17.946178
U0550,M0055,28,Tablet,2025-04-20 19:54:10.691046
U0426,M0094,21,Console,2025-04-16 15:58:15.388217
U0319,M0049,101,Desktop,2025-04-14 00:48:05.925211
U0534,M0027,174,Console,2025-04-24 01:49:25.265155
U0073,M0012,57,Desktop,2025-04-22 20:47:20.775610
U0520,M0003,154,Tablet,2025-04-01 03:46:24.850696
U0542,M0092,164,Laptop,2025-04-27 02:02:35.733034
U0505,M0097,77,Desktop,2025-03-31 05:01:31.917003
U0915,M0107,129,Console,2025-04-06 12:00:40.587240
U0041,M0177,41,Mobile,2025-04-10 19:49:30.799878
